district,sch_code,county,pub_priv,school,enrollment,complete,start_year
SANTA ANA UNIFIED,6030274,ORANGE,PUBLIC,HOOVER ELEMENTARY,62,61,2015
SANTA ANA UNIFIED,6030282,ORANGE,PUBLIC,JEFFERSON ELEMENTARY,152,146,2015
SANTA ANA UNIFIED,6116917,ORANGE,PUBLIC,JIM THORPE FUNDAMENTAL,180,172,2015
SANTA ANA UNIFIED,6107692,ORANGE,PUBLIC,JOHN F. KENNEDY ELEMENTARY,138,137,2015
SANTA ANA UNIFIED,6098552,ORANGE,PUBLIC,JOHN MUIR FUNDAMENTAL ELEMENTARY,171,167,2015
SANTA ANA UNIFIED,6106165,ORANGE,PUBLIC,JOSE SEPULVEDA ELEMENTARY,81,80,2015
SANTA ANA UNIFIED,6030316,ORANGE,PUBLIC,LOWELL ELEMENTARY,121,115,2015
SANTA ANA UNIFIED,6030324,ORANGE,PUBLIC,MADISON ELEMENTARY,190,186,2015
SANTA ANA UNIFIED,0108373,ORANGE,PUBLIC,MANUEL ESQUEDA ELEMENTARY,137,130,2015
SANTA ANA UNIFIED,6030332,ORANGE,PUBLIC,MARTIN ELEMENTARY,138,137,2015
SANTA ANA UNIFIED,6113377,ORANGE,PUBLIC,MARTIN LUTHER KING JR. ELEMENTARY,147,146,2015
SANTA ANA UNIFIED,6110183,ORANGE,PUBLIC,MARTIN R. HENINGER ELEMENTARY,153,144,2015
SANTA ANA UNIFIED,6030357,ORANGE,PUBLIC,MONROE ELEMENTARY,56,56,2015
SANTA ANA UNIFIED,6030365,ORANGE,PUBLIC,MONTE VISTA ELEMENTARY,121,121,2015
SANTA ANA UNIFIED,0109066,ORANGE,PUBLIC,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,113,111,2015
SANTA ANA UNIFIED,6109904,ORANGE,PUBLIC,PIO PICO ELEMENTARY,113,106,2015
SANTA ANA UNIFIED,6030407,ORANGE,PUBLIC,SANTIAGO ELEMENTARY,140,136,2015
SANTA ANA UNIFIED,6071195,ORANGE,PUBLIC,TAFT ELEMENTARY,90,77,2015
SANTA ANA UNIFIED,6030399,ORANGE,PUBLIC,THEODORE ROOSEVELT ELEMENTARY,135,127,2015
SANTA ANA UNIFIED,6030241,ORANGE,PUBLIC,THOMAS A. EDISON ELEMENTARY,117,117,2015
SANTA ANA UNIFIED,6111298,ORANGE,PUBLIC,WALKER ELEMENTARY,97,95,2015
SANTA ANA UNIFIED,6114631,ORANGE,PUBLIC,WALLACE R. DAVIS ELEMENTARY,118,115,2015
SANTA ANA UNIFIED,6030431,ORANGE,PUBLIC,WASHINGTON ELEMENTARY,136,130,2015
SANTA ANA UNIFIED,6030449,ORANGE,PUBLIC,WILSON ELEMENTARY,125,125,2015
SAVANNA ELEMENTARY,6030456,ORANGE,PUBLIC,CERRITOS ELEMENTARY,78,70,2015
SAVANNA ELEMENTARY,6030464,ORANGE,PUBLIC,HANSEN ELEMENTARY,132,124,2015
SAVANNA ELEMENTARY,6030472,ORANGE,PUBLIC,HOLDER ELEMENTARY,111,84,2015
SAVANNA ELEMENTARY,6030506,ORANGE,PUBLIC,TWILA REID ELEMENTARY,103,92,2015
TUSTIN UNIFIED,6030548,ORANGE,PUBLIC,ARROYO ELEMENTARY,100,93,2015
TUSTIN UNIFIED,6030688,ORANGE,PUBLIC,BARBARA BENSON ELEMENTARY,80,76,2015
TUSTIN UNIFIED,6030555,ORANGE,PUBLIC,BENJAMIN F. BESWICK ELEMENTARY,94,93,2015
TUSTIN UNIFIED,6030563,ORANGE,PUBLIC,C. C. LAMBERT ELEMENTARY,69,69,2015
TUSTIN UNIFIED,6030605,ORANGE,PUBLIC,GUIN FOSS ELEMENTARY,51,47,2015
TUSTIN UNIFIED,6030613,ORANGE,PUBLIC,HELEN ESTOCK ELEMENTARY,58,57,2015
TUSTIN UNIFIED,0102889,ORANGE,PUBLIC,HICKS CANYON ELEMENTARY,165,160,2015
TUSTIN UNIFIED,6085369,ORANGE,PUBLIC,JEANE THORMAN ELEMENTARY,96,83,2015
TUSTIN UNIFIED,6118764,ORANGE,PUBLIC,LADERA ELEMENTARY,53,51,2015
TUSTIN UNIFIED,6030639,ORANGE,PUBLIC,LOMA VISTA ELEMENTARY,74,56,2015
TUSTIN UNIFIED,6030670,ORANGE,PUBLIC,MARJORIE VEEH ELEMENTARY,49,41,2015
TUSTIN UNIFIED,6118772,ORANGE,PUBLIC,MYFORD ELEMENTARY,96,91,2015
TUSTIN UNIFIED,6114482,ORANGE,PUBLIC,PETERS CANYON ELEMENTARY,137,112,2015
TUSTIN UNIFIED,6030662,ORANGE,PUBLIC,RED HILL ELEMENTARY,122,97,2015
TUSTIN UNIFIED,6066898,ORANGE,PUBLIC,ROBERT HEIDEMAN ELEMENTARY,133,131,2015
TUSTIN UNIFIED,6030696,ORANGE,PUBLIC,TUSTIN MEMORIAL ELEMENTARY,88,86,2015
TUSTIN UNIFIED,6113054,ORANGE,PUBLIC,TUSTIN RANCH ELEMENTARY,95,94,2015
TUSTIN UNIFIED,6030704,ORANGE,PUBLIC,W. R. NELSON ELEMENTARY,145,138,2015
WESTMINSTER,0119925,ORANGE,PUBLIC,ADA CLEGG ELEMENTARY,94,89,2015
WESTMINSTER,6030795,ORANGE,PUBLIC,ANDERSON ELEMENTARY,84,84,2015
WESTMINSTER,6030738,ORANGE,PUBLIC,DEMILLE ELEMENTARY,110,110,2015
WESTMINSTER,6030761,ORANGE,PUBLIC,EASTWOOD ELEMENTARY,103,96,2015
WESTMINSTER,6030753,ORANGE,PUBLIC,FINLEY ELEMENTARY,71,70,2015
WESTMINSTER,6030787,ORANGE,PUBLIC,FRYBERGER ELEMENTARY,95,93,2015
WESTMINSTER,6030829,ORANGE,PUBLIC,JESSIE HAYDEN ELEMENTARY,130,127,2015
WESTMINSTER,6030811,ORANGE,PUBLIC,MEAIRS ELEMENTARY,104,101,2015
WESTMINSTER,6030860,ORANGE,PUBLIC,SCHMITT ELEMENTARY,93,92,2015
WESTMINSTER,6030720,ORANGE,PUBLIC,SCHROEDER ELEMENTARY,107,102,2015
WESTMINSTER,6030886,ORANGE,PUBLIC,SEQUOIA ELEMENTARY,57,53,2015
WESTMINSTER,6030837,ORANGE,PUBLIC,WEBBER ELEMENTARY,56,51,2015
WESTMINSTER,6030852,ORANGE,PUBLIC,WILLMORE ELEMENTARY,61,61,2015
,6998942,ORANGE,PRIVATE,ABIDING SAVIOR LUTHERAN SCHOOL,37,22,2015
,6146278,ORANGE,PRIVATE,AL-ANSAR ACADEMY,11,3,2015
,7099377,ORANGE,PRIVATE,ALISO VIEJO CHRISTIAN,40,31,2015
,6148670,ORANGE,PRIVATE,AMERIMONT ACADEMY,11,5,2015
,7099419,ORANGE,PRIVATE,ANAHEIM HILLS MONTESSORI,18,17,2015
,7096894,ORANGE,PRIVATE,ANNELIESE SCHOOLS,12,10,2015
,7053655,ORANGE,PRIVATE,ANNELIESE'S SCHOOL,61,52,2015
,7053630,ORANGE,PRIVATE,"ANNELIESE'S SCHOOLS, INC.",14,10,2015
,7101678,ORANGE,PRIVATE,APPLETREE MONTESSORI,10,9,2015
,6139372,ORANGE,PRIVATE,ARBORLAND MONTESSORI-HUGHES CAMPUS,17,17,2015
,7015688,ORANGE,PRIVATE,ARI GUIRAGOS MINASSIAN ARMENIAN,15,15,2015
,6911606,ORANGE,PRIVATE,BETHANY CHRISTIAN ACADEMY,22,21,2015
,6936991,ORANGE,PRIVATE,BETHEL BAPTIST,20,20,2015
,6965016,ORANGE,PRIVATE,BLESSED SACRAMENT CATHOLIC,24,24,2015
,7086101,ORANGE,PRIVATE,BRODERICK MONTESSORI,11,9,2015
,7083066,ORANGE,PRIVATE,CALVARY CHAPEL ANAHEIM,10,10,2015
,6900674,ORANGE,PRIVATE,CALVARY CHAPEL CHRISTIAN SCHOOL OF CYPRESS,24,13,2015
,6991798,ORANGE,PRIVATE,CALVARY CHAPEL HIGH MARANATHA CHRISTIAN,63,52,2015
,7096985,ORANGE,PRIVATE,CALVARY CHAPEL OF YORBA LINDA,26,25,2015
,6202659,ORANGE,PRIVATE,CALVARY CHAPEL PRIVATE SCHOOL PROGRAM,10,4,2015
,6997431,ORANGE,PRIVATE,CALVARY CHRISTIAN,66,60,2015
,6937056,ORANGE,PRIVATE,CAPISTRANO VALLEY CHRISTIAN SCHOOLS,23,15,2015
,7091648,ORANGE,PRIVATE,CARDEN ACADEMY OF BASIC EDUCATION,16,14,2015
,6973259,ORANGE,PRIVATE,"CARDEN HALL, INC",31,21,2015
,6965198,ORANGE,PRIVATE,CHRIST CATHEDRAL ACADEMY,28,28,2015
,6203079,ORANGE,PRIVATE,CHRIST LUTHERAN,18,18,2015
,6965024,ORANGE,PRIVATE,CHRIST LUTHERAN ELEMENTARY,20,14,2015
,6910137,ORANGE,PRIVATE,COMMUNITY CHRISTIAN SCHOOLS DBA MISSION HILLS CHRISTIAN SCHOOL,14,11,2015
,7005705,ORANGE,PRIVATE,COVENANT CHRISTIAN SCHOOL,11,10,2015
,6988224,ORANGE,PRIVATE,CYPRESS MONTESSORI,21,21,2015
,7098874,ORANGE,PRIVATE,DISCOVERY DEPOT CHILD CARE CENTER,24,24,2015
,6999007,ORANGE,PRIVATE,EASTSIDE CHRISTIAN,18,18,2015
,7098411,ORANGE,PRIVATE,EDGEWOOD PREPRIMARY ACADEMY,10,10,2015
,6997738,ORANGE,PRIVATE,FAIRMONT PRIVATE SCHOOL ANAHEIM HILLS CA,48,38,2015
,6973374,ORANGE,PRIVATE,FAIRMONT PRIVATE SCHOOLS - HISTORIC ANAHEIM CAMPUS,45,45,2015
,6973341,ORANGE,PRIVATE,"FAIRMONT PRIVATE SCHOOLS, NORTH TUSTIN CAMPUS",47,34,2015
,6999015,ORANGE,PRIVATE,FAR HORIZONS MONTESSORI SCHOOL,22,22,2015
,6138358,ORANGE,PRIVATE,"FOOTHILL MONTESSORI SCHOOL, LLC",22,16,2015
,6203954,ORANGE,PRIVATE,FOUNTAIN VALLEY MONTESSORI CENTER,24,22,2015
,6901763,ORANGE,PRIVATE,FRIENDS CHRISTIAN SCHOOL,79,61,2015
,6201776,ORANGE,PRIVATE,FULBRIGHT MONTESSORI ACADEMY,13,13,2015
,6136774,ORANGE,PRIVATE,GRACE CHRISTIAN ACADEMY,10,2,2015
,6206213,ORANGE,PRIVATE,GRACE CHRISTIAN SCHOOL,45,35,2015
,6977334,ORANGE,PRIVATE,GRACE CHRISTIAN SCHOOL OF CYPRESS,46,44,2015
,6929673,ORANGE,PRIVATE,GRACE HARBOR SCHOOL,12,12,2015
,6921076,ORANGE,PRIVATE,GRACE LUTHERAN SCHOOL,11,10,2015
,6973465,ORANGE,PRIVATE,HARBOR DAY SCHOOL,44,40,2015
,7099658,ORANGE,PRIVATE,HEART CHRISTIAN PREPARATORY ACADEMY,32,19,2015
,6937163,ORANGE,PRIVATE,HEBREW ACADEMY,25,17,2015
,6915474,ORANGE,PRIVATE,HEIGHTS CHRISTIAN SCHOOL BREA FRIENDS,75,71,2015
,6929731,ORANGE,PRIVATE,HEPHATHA LUTHERAN SCHOOL,16,16,2015
,6136642,ORANGE,PRIVATE,HERITAGE CHRISTIAN SCHOOL,15,13,2015
,7084965,ORANGE,PRIVATE,HERITAGE MONTESSORI SCHOOL,15,11,2015
,6988257,ORANGE,PRIVATE,HERITAGE OAK PRIVATE EDUCATION,82,78,2015
,6965032,ORANGE,PRIVATE,HOLY FAMILY ELEMENTARY,60,57,2015
,6915532,ORANGE,PRIVATE,HUNTINGTON CHRISTIAN,60,53,2015
,6999999,ORANGE,PRIVATE,INDEPENDENCE CHRISTIAN SCHOOL,14,13,2015
,6987424,ORANGE,PRIVATE,INTERNATIONAL CHRISTIAN MONTESSORI ACADEMY OF ORANGE,10,10,2015
,7096597,ORANGE,PRIVATE,INTERNATIONAL CHRISTIAN MONTESSORI SCHOOL OF NEWPORT,19,18,2015
,6983407,ORANGE,PRIVATE,IVY CREST MONTESSORI PRIVATE SCHOOL,32,31,2015
,7085822,ORANGE,PRIVATE,JENNY HART EARLY EDUCATION CENTER,18,17,2015
,6140255,ORANGE,PRIVATE,KINGDOM LIFE ACADEMY,10,7,2015
,6965057,ORANGE,PRIVATE,LA PURISIMA CATHOLIC SCHOOL,15,15,2015
,7087729,ORANGE,PRIVATE,LAGUNA NIGUEL MONTESSORI CENTER,52,50,2015
,6911564,ORANGE,PRIVATE,LAKE FOREST MONTESSORI SCHOOL,15,15,2015
,7081284,ORANGE,PRIVATE,LEPORT SCHOOLS - HUNTINGTON HARBOR,15,11,2015
,6139729,ORANGE,PRIVATE,LEPORT SCHOOLS OF IRVINE,30,23,2015
,6973572,ORANGE,PRIVATE,LIBERTY CHRISTIAN SCHOOL,14,13,2015
,7053598,ORANGE,PRIVATE,LYCEE INTERNATIONAL DE LOS ANGELES - OC,17,14,2015
,6146542,ORANGE,PRIVATE,MARBELLA MONTESSORI,17,12,2015
,7098833,ORANGE,PRIVATE,MARINA VIEW PRESCHOOL AND KINDERGARTEN,10,10,2015
,7038631,ORANGE,PRIVATE,MARINERS CHRISTIAN,52,43,2015
,6901714,ORANGE,PRIVATE,MCDOWELL SCHOOL CHILDREN'S CHOICE,22,19,2015
,6133615,ORANGE,PRIVATE,MINARET ACADEMY,25,22,2015
,6965065,ORANGE,PRIVATE,MISSION BASILICA SCHOOL,10,8,2015
,6203772,ORANGE,PRIVATE,MISSION LUTHERAN SCHOOL,35,24,2015
,7084379,ORANGE,PRIVATE,MISSION VIEJO CHRISTIAN PRESCHOOL AND KINDERGARTEN,39,28,2015
,6133201,ORANGE,PRIVATE,MONARCH BAY MONTESSORI ACADEMY,18,15,2015
,6139943,ORANGE,PRIVATE,MONTESSORI AT THE PARK,17,16,2015
,7091754,ORANGE,PRIVATE,MONTESSORI CHILD DEVELOPMENT CENTER,23,19,2015
,7002447,ORANGE,PRIVATE,MONTESSORI EDUCATION CENTER,18,17,2015
,6993752,ORANGE,PRIVATE,MONTESSORI GREENHOUSE SCHOOLS,27,25,2015
,6973671,ORANGE,PRIVATE,MONTESSORI LEARNING CENTER,12,12,2015
,6962986,ORANGE,PRIVATE,MONTESSORI OF BREA INC.,20,20,2015
,6202873,ORANGE,PRIVATE,MONTESSORI OF LADERA RANCH,49,46,2015
,7078629,ORANGE,PRIVATE,MONTESSORI ON THE LAKE,28,22,2015
,6139414,ORANGE,PRIVATE,MY FIRST MONTESSORI PRESCHOOL,18,8,2015
,7104722,ORANGE,PRIVATE,"NEW HORIZON SCHOOL, IRVINE",40,39,2015
,7082183,ORANGE,PRIVATE,NEWPORT AVENUE PRESCHOOL AND KINDERGARTEN,10,10,2015
,6915581,ORANGE,PRIVATE,NEWPORT CHRISTIAN SCHOOL,12,8,2015
,6973515,ORANGE,PRIVATE,NEWPORT MONTESSORI,10,10,2015
,7094188,ORANGE,PRIVATE,NORTHWOOD MONTESSORI SCHOOL OF IRVINE,25,21,2015
,6915565,ORANGE,PRIVATE,OAKRIDGE PRIVATE,30,30,2015
,6997001,ORANGE,PRIVATE,ORANGE COUNTY CHRISTIAN SCHOOL,24,24,2015
,6929780,ORANGE,PRIVATE,ORANGE CRESCENT,28,22,2015
,6937346,ORANGE,PRIVATE,ORANGEWOOD ACADEMY,22,17,2015
,6965073,ORANGE,PRIVATE,OUR LADY OF FATIMA PARISH SCHOOL,32,20,2015
,6965081,ORANGE,PRIVATE,OUR LADY OF GUADALUPE ELEMENTARY,20,14,2015
,6965107,ORANGE,PRIVATE,OUR LADY QUEEN OF ANGELS,47,42,2015
,7025448,ORANGE,PRIVATE,OUR SAVIOR'S LUTHERAN ELEMENTARY,18,15,2015
,6146583,ORANGE,PRIVATE,PALISADES UNITED METHODIST PRESCHOOL KINDERGARTEN,22,15,2015
,6965123,ORANGE,PRIVATE,PRINCE OF PEACE LUTHERAN,14,14,2015
,7091515,ORANGE,PRIVATE,R. S. M. MONTESSORI ELEMENTARY,20,20,2015
,6973721,ORANGE,PRIVATE,RED HILL LUTHERAN,68,63,2015
,6142426,ORANGE,PRIVATE,RENASCENCE SCHOOL INTERNATIONAL,16,14,2015
,6204358,ORANGE,PRIVATE,SADDLEBACK VALLEY CHRISTIAN,37,28,2015
,6965172,ORANGE,PRIVATE,SAINT BONAVENTURE SCHOOL,73,67,2015
,6965271,ORANGE,PRIVATE,SAINT JEANNE DE LESTONNAC SCHOOL,54,53,2015
,6956882,ORANGE,PRIVATE,SALEM LUTHERAN,30,26,2015
,6987374,ORANGE,PRIVATE,SANTA CLARA NURSERY SCHOOL,20,20,2015
,6130801,ORANGE,PRIVATE,SCHOOL OF OUR LADY,31,27,2015
,7088842,ORANGE,PRIVATE,SERRA CATHOLIC ELEMENTARY,82,75,2015
,6988240,ORANGE,PRIVATE,SHORELINE CHRISTIAN SCHOOL,19,19,2015
,6132401,ORANGE,PRIVATE,SLATER MONTESSORI ACADEMY,10,3,2015
,7026388,ORANGE,PRIVATE,SOUTH COAST METRO CHILDREN'S VILLAGE,18,15,2015
,6965131,ORANGE,PRIVATE,ST. ANGELA MERICI ELEMENTARY,17,17,2015
,6965149,ORANGE,PRIVATE,ST. ANNE,57,51,2015
,7081334,ORANGE,PRIVATE,ST. ANNE SCHOOL,56,44,2015
,6965164,ORANGE,PRIVATE,ST. BARBARA ELEMENTARY,42,40,2015
,6965214,ORANGE,PRIVATE,ST. CATHERINE OF SIENA PARISH SCHOOL,23,16,2015
,6965222,ORANGE,PRIVATE,ST. CECILIA ELEMENTARY,34,32,2015
,6965230,ORANGE,PRIVATE,ST. COLUMBAN,71,71,2015
,6916142,ORANGE,PRIVATE,ST. EDWARD THE CONFESSOR PARISH SCHOOL,93,76,2015
,7098734,ORANGE,PRIVATE,ST. FRANCIS OF ASSISI,56,50,2015
,6965255,ORANGE,PRIVATE,ST. HEDWIG ELEMENTARY,33,33,2015
,6965263,ORANGE,PRIVATE,ST. IRENAEUS CATHOLIC ELEMENTARY,57,57,2015
,6965289,ORANGE,PRIVATE,ST. JOACHIM,30,30,2015
,6965297,ORANGE,PRIVATE,ST. JOHN THE BAPTIST ELEMENTARY,39,34,2015
,7038664,ORANGE,PRIVATE,ST. JOHN'S EPISCOPAL,28,26,2015
,6965305,ORANGE,PRIVATE,ST. JOHN'S LUTHERAN SCHOOL,75,71,2015
,6965313,ORANGE,PRIVATE,ST. JOSEPH ELEMENTARY,31,28,2015
,6973739,ORANGE,PRIVATE,ST. JOSEPH ELEMENTARY,54,47,2015
,6965321,ORANGE,PRIVATE,ST. JULIANA FALCONIERI,50,49,2015
,6973747,ORANGE,PRIVATE,ST. JUSTIN MARTYR,23,23,2015
,6909469,ORANGE,PRIVATE,ST. MARGARET'S EPISCOPAL SCHOOL,60,53,2015
,7085962,ORANGE,PRIVATE,ST. MARY AND ALL ANGELS,55,48,2015
,6965354,ORANGE,PRIVATE,ST. NORBERT CATHOLIC SCHOOL,26,26,2015
,6965362,ORANGE,PRIVATE,ST. PAUL'S LUTHERAN,61,58,2015
,6965396,ORANGE,PRIVATE,ST. PIUS V CATHOLIC SCHOOL,89,64,2015
,6965404,ORANGE,PRIVATE,ST. POLYCARP ELEMENTARY,25,24,2015
,6965248,ORANGE,PRIVATE,ST. SIMON AND ST. JUDE ELEMENTARY,66,56,2015
,6145668,ORANGE,PRIVATE,STEPPING STONES ACADEMY,30,30,2015
,6929855,ORANGE,PRIVATE,STONEYBROOKE CHRISTIAN SCHOOLS,33,24,2015
,6973655,ORANGE,PRIVATE,STORYBOOK PRESCHOOL & PRIVATE,20,20,2015
,7102221,ORANGE,PRIVATE,SUNFLOWER MONTESSORI,12,7,2015
,6997415,ORANGE,PRIVATE,SUNFLOWER PRESCHOOL & KINDERGARTEN,14,14,2015
,6149108,ORANGE,PRIVATE,SURF CITY CHRISTIAN CHILD DEVELOPMENT PRESCHOOL,11,9,2015
,6907539,ORANGE,PRIVATE,TARBUT V'TORAH COMMUNITY DAY,46,40,2015
,7101900,ORANGE,PRIVATE,THE ISLAMIC EDUCATION SCHOOL,12,12,2015
,7005853,ORANGE,PRIVATE,THE PEGASUS SCHOOL,60,47,2015
,6973804,ORANGE,PRIVATE,TRINITY LUTHERAN CHRISTIAN,15,14,2015
,6911697,ORANGE,PRIVATE,TURTLE ROCK PRIVATE KINDERGARTEN,28,28,2015
,7040751,ORANGE,PRIVATE,UNIVERSITY MONTESSORI OF IRVINE,41,31,2015
,6201230,ORANGE,PRIVATE,VANDAMME ACADEMY,15,15,2015
,6900443,ORANGE,PRIVATE,VILLAGE MONTESSORI SCHOOL OF IRVINE,20,17,2015
,7059538,ORANGE,PRIVATE,VINEYARD CHRISTIAN SCHOOL,19,16,2015
,7038680,ORANGE,PRIVATE,WALDORF SCHOOL OF ORANGE COUNTY,33,17,2015
,7071509,ORANGE,PRIVATE,WESTPARK MONTESSORI SCHOOL OF IRVINE,21,19,2015
,6965438,ORANGE,PRIVATE,ZION LUTHERAN ELEMENTARY,16,16,2015
ACKERMAN CHARTER,6031009,PLACER,PUBLIC,BOWMAN CHARTER,65,56,2015
AUBURN UNION ELEMENTARY,0126664,PLACER,PUBLIC,ALTA VISTA COMMUNITY CHARTER,23,20,2015
AUBURN UNION ELEMENTARY,6112700,PLACER,PUBLIC,AUBURN ELEMENTARY,112,105,2015
AUBURN UNION ELEMENTARY,6031058,PLACER,PUBLIC,ROCK CREEK ELEMENTARY,73,63,2015
AUBURN UNION ELEMENTARY,6109680,PLACER,PUBLIC,SKYRIDGE ELEMENTARY,91,84,2015
COLFAX ELEMENTARY,6031066,PLACER,PUBLIC,COLFAX ELEMENTARY,38,35,2015
DRY CREEK JOINT ELEMENTARY,6109862,PLACER,PUBLIC,ANTELOPE MEADOWS ELEMENTARY,109,97,2015
DRY CREEK JOINT ELEMENTARY,0111104,PLACER,PUBLIC,BARRETT RANCH ELEMENTARY,116,92,2015
DRY CREEK JOINT ELEMENTARY,6119887,PLACER,PUBLIC,COYOTE RIDGE ELEMENTARY,100,90,2015
DRY CREEK JOINT ELEMENTARY,0129080,PLACER,PUBLIC,CREEKVIEW RANCH,68,57,2015
DRY CREEK JOINT ELEMENTARY,6108963,PLACER,PUBLIC,HERITAGE OAK ELEMENTARY,76,70,2015
DRY CREEK JOINT ELEMENTARY,6115596,PLACER,PUBLIC,OLIVE GROVE ELEMENTARY,66,52,2015
DRY CREEK JOINT ELEMENTARY,6112403,PLACER,PUBLIC,QUAIL GLEN ELEMENTARY,99,94,2015
EUREKA UNION,6031108,PLACER,PUBLIC,GREENHILLS ELEMENTARY,108,87,2015
EUREKA UNION,6113971,PLACER,PUBLIC,MAIDU ELEMENTARY,119,96,2015
EUREKA UNION,6109029,PLACER,PUBLIC,OAKHILLS ELEMENTARY,131,122,2015
FORESTHILL UNION ELEMENTARY,6031116,PLACER,PUBLIC,FORESTHILL DIVIDE,44,34,2015
LOOMIS UNION ELEMENTARY,6031124,PLACER,PUBLIC,FRANKLIN ELEMENTARY,35,33,2015
LOOMIS UNION ELEMENTARY,6117824,PLACER,PUBLIC,H. CLARKE POWERS ELEMENTARY,42,38,2015
LOOMIS UNION ELEMENTARY,0121418,PLACER,PUBLIC,JOHN ADAMS ACADEMY,154,127,2015
LOOMIS UNION ELEMENTARY,0117150,PLACER,PUBLIC,LOOMIS BASIN CHARTER,40,35,2015
LOOMIS UNION ELEMENTARY,6031132,PLACER,PUBLIC,LOOMIS ELEMENTARY,55,52,2015
LOOMIS UNION ELEMENTARY,6031165,PLACER,PUBLIC,OPHIR ELEMENTARY,20,19,2015
LOOMIS UNION ELEMENTARY,6031173,PLACER,PUBLIC,PENRYN ELEMENTARY,23,21,2015
LOOMIS UNION ELEMENTARY,6031140,PLACER,PUBLIC,PLACER ELEMENTARY,69,67,2015
NEWCASTLE ELEMENTARY,0120105,PLACER,PUBLIC,CREEKSIDE CHARTER,19,12,2015
NEWCASTLE ELEMENTARY,0121608,PLACER,PUBLIC,HARVEST RIDGE COOPERATIVE CHARTER PLACER ACADEMY,59,47,2015
NEWCASTLE ELEMENTARY,0109827,PLACER,PUBLIC,NEWCASTLE CHARTER,51,42,2015
NEWCASTLE ELEMENTARY,0127928,PLACER,PUBLIC,ROCKLIN ACADEMY GATEWAY,168,142,2015
PLACER COUNTY OFFICE OF EDUCATION,0119214,PLACER,PUBLIC,CORE PLACER CHARTER,32,23,2015
PLACER COUNTY OFFICE OF EDUCATION,3130259,PLACER,PUBLIC,PLACER COUNTY COMMUNITY SCHOOLS,16,10,2015
PLACER HILLS UNION ELEMENTARY,6111694,PLACER,PUBLIC,SIERRA HILLS ELEMENTARY,84,79,2015
ROCKLIN UNIFIED,6110647,PLACER,PUBLIC,ANTELOPE CREEK ELEMENTARY,76,68,2015
ROCKLIN UNIFIED,6111975,PLACER,PUBLIC,BREEN ELEMENTARY,67,61,2015
ROCKLIN UNIFIED,6109870,PLACER,PUBLIC,COBBLESTONE ELEMENTARY,46,36,2015
ROCKLIN UNIFIED,0117879,PLACER,PUBLIC,MARIA MONTESSORI CHARTER ACADEMY,32,26,2015
ROCKLIN UNIFIED,6031207,PLACER,PUBLIC,PARKER WHITNEY ELEMENTARY,55,49,2015
ROCKLIN UNIFIED,6119853,PLACER,PUBLIC,ROCK CREEK ELEMENTARY,72,67,2015
ROCKLIN UNIFIED,6118392,PLACER,PUBLIC,ROCKLIN ACADEMY,48,42,2015
ROCKLIN UNIFIED,0114371,PLACER,PUBLIC,ROCKLIN ACADEMY AT MEYERS STREET,24,23,2015
ROCKLIN UNIFIED,6031215,PLACER,PUBLIC,ROCKLIN ELEMENTARY,47,43,2015
ROCKLIN UNIFIED,0108050,PLACER,PUBLIC,RUHKALA ELEMENTARY,43,39,2015
ROCKLIN UNIFIED,6118533,PLACER,PUBLIC,SIERRA ELEMENTARY,67,62,2015
ROCKLIN UNIFIED,0121244,PLACER,PUBLIC,SUNSET RANCH ELEMENTARY,115,106,2015
ROCKLIN UNIFIED,6115844,PLACER,PUBLIC,TWIN OAKS ELEMENTARY,51,44,2015
ROCKLIN UNIFIED,6118517,PLACER,PUBLIC,VALLEY VIEW ELEMENTARY,47,41,2015
ROSEVILLE CITY ELEMENTARY,0102806,PLACER,PUBLIC,BLUE OAKS ELEMENTARY,96,87,2015
ROSEVILLE CITY ELEMENTARY,6031280,PLACER,PUBLIC,BRADFORD WOODBRIDGE FUNDAMENTAL ELEMENTARY,67,65,2015
ROSEVILLE CITY ELEMENTARY,6116099,PLACER,PUBLIC,CATHERYN GATES ELEMENTARY,79,72,2015
ROSEVILLE CITY ELEMENTARY,6031231,PLACER,PUBLIC,CRESTMONT ELEMENTARY,91,81,2015
ROSEVILLE CITY ELEMENTARY,3130234,PLACER,PUBLIC,DIAMOND CREEK ELEMENTARY,84,81,2015
ROSEVILLE CITY ELEMENTARY,6109482,PLACER,PUBLIC,FERRIS SPANGER ELEMENTARY,94,88,2015
ROSEVILLE CITY ELEMENTARY,0127639,PLACER,PUBLIC,FIDDYMENT FARM,152,150,2015
ROSEVILLE CITY ELEMENTARY,6031223,PLACER,PUBLIC,GEORGE CIRBY ELEMENTARY,82,80,2015
ROSEVILLE CITY ELEMENTARY,6106108,PLACER,PUBLIC,GEORGE SARGEANT ELEMENTARY,95,90,2015
ROSEVILLE CITY ELEMENTARY,0116624,PLACER,PUBLIC,JUNCTION ELEMENTARY,115,111,2015
ROSEVILLE CITY ELEMENTARY,3130242,PLACER,PUBLIC,STONERIDGE ELEMENTARY,98,94,2015
ROSEVILLE CITY ELEMENTARY,0102798,PLACER,PUBLIC,THOMAS JEFFERSON ELEMENTARY,110,107,2015
ROSEVILLE CITY ELEMENTARY,6111959,PLACER,PUBLIC,VENCIL BROWN ELEMENTARY,74,71,2015
